speech_type,proceeding,date,speaker_surname,country,speaker_name,country_code,position,similarity_score,word_count_diff
General debate,A_67_PV.11_E, 2012-09-26 ,Kablan Duncan,Côte d'Ivoire,Daniel   Kablan Duncan,CIV,Minister for Foreign Affairs of Cote dIvoire. Mr. Duncan (Cote dIvoire) (spoke in French): His Excellency Mr. Alassane Ouattara,0.9839634362821765,8
General debate,A_67_PV.11_E, 2012-09-26 ,Corlatean,Romania,Titus  Corlatean,ROU,Minister for Foreign Affairs of Romania. Mr. Corlatean (Romania) (spoke in French): ,0.998624544570508,13
General debate,A_67_PV.11_E, 2012-09-26 ,Bazoum,Niger,Mohamed  Bazoum,NER,Minister of State for Foreign Affairs,0.9985796154892779,7
General debate,A_67_PV.11_E, 2012-09-26 ,Diarra,Mali,Cheick Mohamed Abdoulaye Souad dit Modibo  Diarra,MLI,Prime Minister of the Republic of Mali ,0.9997126172296443,6
General debate,A_67_PV.11_E, 2012-09-26 ,Di Rupo,Belgium,Elio  Di Rupo,BEL,Prime Minister of the Kingdom of Belgium ,0.9994924731201333,4
General debate,A_67_PV.11_E, 2012-09-26 ,Njie-Saidy,Gambia,Aja Isatou  Njie-Saidy,GMB,Vice-President and Minister for Womens Affairs of the Republic of the Gambia ,0.9998703022604776,12
General debate,A_67_PV.11_E, 2012-09-26 ,Morales Ayma,Bolivia,Evo  Morales Ayma,BOL,Constitutional President of the Plurinational State of Bolivia ,0.9998379599942303,6
General debate,A_67_PV.11_E, 2012-09-26 ,Berzins,Latvia,Andris  Berzins,LVA,President of the Republic of Latvia ,0.9950095175604622,14
General debate,A_67_PV.11_E, 2012-09-26 ,Martelly,Haiti,Michel Joseph  Martelly,HTI,President of the Republic of Haiti ,0.9964947055415254,6
General debate,A_67_PV.11_E, 2012-09-26 ,Mugabe,Zimbabwe,Robert Gabriel  Mugabe,ZWE,President of the Republic of Zimbabwe ,0.9995374629526503,6
General debate,A_67_PV.11_E, 2012-09-26 ,Tong,Kiribati,Anote  Tong,KIR,President,0.9981418539207546,84
General debate,A_67_PV.12_E, 2012-09-27 ,Thein Sein (Myanmar. President),Myanmar,hein Sein ,MMR,President of the Republic of the Union of Myanmar ,0.9994628213263156,4
General debate,A_67_PV.12_E, 2012-09-27 ,Thabane,Lesotho,Thomas Motsoahae  Thabane,LSO,Prime Minister,0.9976698209902878,12
General debate,A_67_PV.12_E, 2012-09-27 ,Netanyahu,Israel,Binyamin  Netanyahu,ISR,Prime Minister of the State of Israel ,0.9845263369898792,-657
General debate,A_67_PV.12_E, 2012-09-27 ,Jansa,Slovenia,Janez  Jansa,SVN,Prime Minister of the Republic of Slovenia ,0.9994894801513153,3
General debate,A_67_PV.12_E, 2012-09-27 ,Abbas,Palestinian Authority,Mahmoud  Abbas,PSE,Chairman of the Executive Committee of the Palestine Liberation Organization and President of the Palestinian Authority ,0.9991898217273125,10
General debate,A_67_PV.12_E, 2012-09-27 ,Fonseca,Cape Verde,Jorge Carlos  Fonseca,CPV,President of the Republic of Cape Verde ,0.9986609135024958,14
General debate,A_67_PV.12_E, 2012-09-27 ,Simpson-Miller,Jamaica,Portia  Simpson-Miller,JAM,Prime Minister of Defence,0.9991878395917727,7
General debate,A_67_PV.12_E, 2012-09-27 ,Haji Al-Muhtadee Billah,Brunei Darussalam,Crown Prince of Brunei Darussalam  Haji Al-Muhtadee Billah,BRN,was escorted to the rostrum. ,0.9977940871684219,34
General debate,A_67_PV.12_E, 2012-09-27 ,Dhoinine,Comoros,Ikililou  Dhoinine,COM,President of the Union of the Comoros ,0.9994024201882706,9
General debate,A_67_PV.12_E, 2012-09-27 ,Obiang Nguema Mbasogo,Equatorial Guinea,Teodoro  Obiang Nguema Mbasogo,GNQ,President of the Republic of Equatorial Guinea ,0.9994324664821849,3
General debate,A_67_PV.12_E, 2012-09-27 ,Ivanov,The former Yugoslav Republic of Macedonia,Gjorge   Ivanov,MKD,President of the former Yugoslav Republic of Macedonia ,0.9991752839546278,10
General debate,A_67_PV.12_E, 2012-09-27 ,Ramotar,Guyana,Donald Rabindranauth  Ramotar,GUY,President of the Republic of Guyana ,0.9983831902901136,13
General debate,A_67_PV.12_E, 2012-09-27 ,Marzouki,Tunisia,Mohamed Moncef  Marzouki,TUN,President of the Republic of Tunisia ,0.9998032453010784,3
General debate,A_67_PV.12_E, 2012-09-27 ,Tsakhia,Mongolia,Elbegdorj  Tsakhia,MNG,President of Mongolia ,0.999181949156422,4
General debate,A_67_PV.12_E, 2012-09-27 ,Izetbegovic,Bosnia and Herzegovina,Bakir  Izetbegovic,BIH,Chairman of the Presidency of Bosnia and Herzegovina ,0.9972813337790192,92
General debate,A_67_PV.13_E, 2012-09-27 ,Spencer,Antigua and Barbuda,Winston Baldwin  Spencer,ATG,Prime Minister and Minister for Foreign Affairs of Antigua and Barbuda ,0.999471219226813,7
General debate,A_67_PV.13_E, 2012-09-27 ,Machar Teny-Dhurgon,South Sudan,Riek  Machar Teny-Dhurgon,SSD,Vice-President of the Republic of South Sudan ,0.9988700020199943,18
General debate,A_67_PV.13_E, 2012-09-27 ,Al-Khuzaie,Iraq,Khudheir Mussa Jafar  Al-Khuzaie,IRQ,Vice-President of the Republic of Iraq ,0.9979843081828902,9
General debate,A_67_PV.13_E, 2012-09-27 ,Faure,Seychelles,Danny  Faure,SYC,Vice-President of the Republic of Seychelles ,0.9989456014000667,10
General debate,A_67_PV.13_E, 2012-09-27 ,Sinunguruza,Burundi,Therence  Sinunguruza,BDI,Vice-President of the Republic of Burundi ,0.9990270592208422,4
General debate,A_67_PV.13_E, 2012-09-27 ,El-Magariaf,Libya,Mohamed Yousef  El-Magariaf,LBY,President of the General National Congress of Libya ,0.9996613318383443,6
General debate,A_67_PV.13_E, 2012-09-27 ,Nishani,Albania,Bujar  Nishani,ALB,President of the Republic of Albania ,0.9997139651421255,4
General debate,A_67_PV.13_E, 2012-09-27 ,Franco Gómez,Paraguay,Luis Federico  Franco Gómez,PRY,President of the Republic of Paraguay ,0.9993392347013489,4
General debate,A_67_PV.13_E, 2012-09-27 ,Waheed,Maldives,Mohamed  Waheed,MDV,President of the Republic of Maldives ,0.9978382779615189,3
General debate,A_67_PV.13_E, 2012-09-27 ,Mori,Micronesia,Emanuel  Mori,FSM,President and Head of Government of the Federated States of Micronesia ,0.9965184229372239,80
General debate,A_67_PV.14_E, 2012-09-27 ,Al-Habib,Iran,Eshagh  Al-Habib,IRN,,0.9997264617511297,-41
General debate,A_67_PV.14_E, 2012-09-27 ,Roncagliolo Orbegoso,Peru,Rafael  Roncagliolo Orbegoso,PER,Minister for Foreign Affairs of the Republic of Peru. Mr. Roncagliolo Orbegoso (Peru) (spoke in Spanish): At the outset,0.9990855661379222,6
General debate,A_67_PV.14_E, 2012-09-27 ,Lama,Guinea,Edouard Niankoye  Lama,GIN,Minister for Foreign Affairs and for Guineans Living Abroad of the Republic of Guinea. Mr. Lama (Guinea) (spoke in French): On behalf the delegation of Guinea,0.9994659328838351,4
General debate,A_67_PV.14_E, 2012-09-27 ,Al-Khalifa,Bahrain,Shaikh Khalid Bin Ahmed bin Mohammed   Al-Khalifa,BHR,Minister for Foreign Affairs of the Kingdom of Bahrain. Shaikh Khalid Bin Ahmed Al-Khalifa (Bahrain) (spoke in Arabic): It gives me pleasure to congratulate Mr. Vuk Jeremic on his election as President of the General Assembly at its sixty-seventh session. I am confident that he will successfully manage the session thanks to his competence and his rich and long experience in diplomacy in the service of his friendly country,0.9997984137411653,5
General debate,A_67_PV.14_E, 2012-09-27 ,Eide,Norway,Espen Barth  Eide,NOR,Minister for Foreign Affairs of the Kingdom of Norway. Mr. Eide (Norway): Leadership is about making choices. It is about the ability to make the right decision at the right moment and to have the stamina to deliver accordingly. It is about the will to help shape the future of individuals,0.9981639427948596,7
General debate,A_67_PV.14_E, 2012-09-27 ,Yang,China,Jiechi  Yang,CHN,Minister for Foreign Affairs of the Peoples Republic of China. Mr. Yang Jiechi (China) (spoke in Chinese): I wish to congratulate Mr. Jeremic on his election as President of the General Assembly at its sixty-seventh session. I am confident that with his ability and experience he will successfully fulfil that lofty mission. I also wish to thank Mr. Al-Nasser for his positive contribution as President at the last session. the application of ,0.9981758700092745,8
General debate,A_67_PV.14_E, 2012-09-27 ,Avramopoulos,Greece,Dimitris L.  Avramopoulos,GRC,Minister for Foreign Affairs of the Hellenic Republic. Mr. Avramopoulos (Greece) (spoke in French): I would like to thank the outgoing President of the General Assembly at its sixty-sixth session,0.9995821644261146,6
General debate,A_67_PV.14_E, 2012-09-27 ,Meredov,Turkmenistan,Rashid  Meredov,TKM,Deputy Prime Minister and Minister for Foreign Affairs of Turkmenistan. Mr. Meredov (Turkmenistan) (spoke in Russian): I wish at the outset to express my sincere gratitude for being given the honour of speaking from this lofty rostrum. Allow me first of all to convey to the members of the Assembly and to the peoples of their countries the greetings and wishes for peace and prosperity of His Excellency the President of Turkmenistan,0.9990410697863018,3
General debate,A_67_PV.14_E, 2012-09-27 ,Ali,Somalia,Abdiweli Mohamed  Ali,SOM,Prime Minister of the Transitional Federal Government of the Somali Republic ,0.9987997890881023,7
General debate,A_67_PV.14_E, 2012-09-27 ,Jeenbekov,Kyrgyzstan,Asilbek  Jeenbekov,KGZ,Speaker of the Parliament of the Kyrgyz Republic ,0.9993909713952283,33
General debate,A_67_PV.14_E, 2012-09-27 ,Lilo,Solomon Islands,Gordon Darcy  Lilo,SLB,Prime Minister of Solomon Islands ,0.9995129218895674,6
General debate,A_67_PV.14_E, 2012-09-27 ,Shinawatra,Thailand,Yingluck  Shinawatra,THA,Prime Minister of the Kingdom of Thailand ,0.9973161454579702,-5
General debate,A_67_PV.14_E, 2012-09-27 ,Hasina,Bangladesh,Sheikh  Hasina,BGD,Prime Minister of the Peoples Republic of Bangladesh ,0.9988749757289981,20
General debate,A_67_PV.14_E, 2012-09-27 ,Mikati,Lebanon,Najib  Mikati,LBN,President of the Council of Ministers of the Lebanese Republic ,0.997623040846509,82
General debate,A_67_PV.15_E,2012-09-28,Davutoglu,Turkey,Ahmet  Davutoglu,TUR,Minister for Foreign Affairs of Turkey. Mr. Davutoglu (Turkey): At the outset,0.999560983802973,11
General debate,A_67_PV.15_E,2012-09-28,Bassolé,Burkina Faso,Djibrill Yipènè  Bassolé,BFA,Minister for Foreign Affairs and Regional Cooperation of Burkina Faso. Mr. Bassole (Burkina Faso) (spoke in French): It is always a very significant moment for the delegation of Burkina Faso when we find ourselves present at this traditional meeting that opens the annual session of the General Assembly. For us,0.9995292623073219,3
General debate,A_67_PV.15_E,2012-09-28,Membe,United Republic of Tanzania,Bernard Kamillius  Membe,TZA,to demonstrate its commitment to the fundamental precept of sovereign equality as enshrined in the United Nations Charter and to the principles of democracy and rotation that give it meaning. ,0.9971334506956917,11
General debate,A_67_PV.15_E,2012-09-28,Moreno Charme,Chile,Alfredo  Moreno Charme,CHL,Minister for Foreign Affairs of the Republic of Chile. Mr. Moreno Charme (Chile) (spoke in Spanish): Allow me to convey to Mr. Jeremic our warmest congratulations on his election as President of the General Assembly at its sixty-seventh session and to once again extend to him our fullest cooperation. We would also like to convey our gratitude to Mr. Nassir Abdulaziz Al-Nasser for his significant work during the previous session. We also congratulate Secretary- General Ban Ki-moon on his leadership at a time marked by the immense scale of the challenges that we face. Chiles foreign policy is based on principles such as the defence of democracy,0.9996492620284452,16
General debate,A_67_PV.15_E,2012-09-28,Rosenthal,Netherlands,Uriel  Rosenthal,NLD,Minister for Foreign Affairs of the Kingdom of the Netherlands. Mr. Rosenthal (Netherlands): Last month,0.9994302014462154,6
General debate,A_67_PV.15_E,2012-09-28,Borg,Malta,Tonio  Borg,MLT,Deputy Prime Minister and Minister for Foreign Affairs of the Republic of Malta. (Malta): Mr. Borg I extend my warmest congratulations to Mr. Jeremic on his election to preside over the General Assembly at its sixty-seventh session. ,BUG,BUG
General debate,A_67_PV.15_E,2012-09-28,Shrestha,Nepal,Narayan Kaji  Shrestha,NPL,Deputy Prime Minister and Minister for Foreign Affairs of Nepal. Mr. Shresta (Nepal): Let me begin by congratulating Mr. Jeremic on his election to the presidency of the General Assembly at its sixty-seventh session. My delegation assures him of its full support in the discharge of his responsibilities. I also take this opportunity to place on record our profound appreciation to the outgoing President,0.99924002498399,8
General debate,A_67_PV.15_E,2012-09-28,Mularoni,San Marino,Antonella  Mularoni,SMR,Minister for Foreign Affairs,0.999220522530301,8
General debate,A_67_PV.15_E,2012-09-28,Kilman,Vanuatu,Sato  Kilman,VUT,Prime Minister of the Republic of Vanuatu ,0.9991998311999205,5
General debate,A_67_PV.15_E,2012-09-28,Douglas,Saint Kitts and Nevis,Denzil  Douglas,KNA,Prime Minister of Saint Kitts and Nevis ,0.999635867364251,7
General debate,A_67_PV.15_E, 2012-09-28 ,Malielegaoi,Samoa,Tuilaepa Sailele  Malielegaoi,WSM,Prime Minister and Minister for Foreign Affairs and Trade of the Independent State of Samoa. ,0.9985617559116209,13
General debate,A_67_PV.15_E,2012-09-28,Westerwelle,Germany,Guido  Westerwelle,DEU,Minister for Foreign Affairs of the Federal Republic of Germany. Mr. Westerwelle (Germany) (spoke in German; English text provided by the delegation): Freedom,0.997154745970334,25
General debate,A_67_PV.15_E, 2012-09-28 ,Tu'ivakano of Nukunuku,Tonga,Lord  Tu'ivakano of Nukunuku,TON,Mr. Beck (Palau),0.9023098723288832,1476
General debate,A_67_PV.15_E, 2012-09-28 ,Thinley,Bhutan,Jigmi  Thinley,BTN,Prime Minister of the Kingdom of Bhutan ,0.9985658934591068,25
General debate,A_67_PV.15_E, 2012-09-28 ,Anthony,Saint Lucia,Kenny  Anthony,LCA,Prime Minister,0.9982822432801177,15
General debate,A_67_PV.16_E, 2012-09-28 ,Desalegn,Ethiopia,Hailemariam  Desalegn,ETH,Prime Minister of the Federal Democratic Republic of Ethiopia ,BUG,BUG
General debate,A_67_PV.16_E, 2012-09-28 ,Moulay Rachid,Morocco,Prince of Morocco  Moulay Rachid,MAR,Prince of the Kingdom of Morocco ,0.9993328792605031,2
General debate,A_67_PV.16_E, 2012-09-28 ,Gilmore,Ireland,Eamon  Gilmore,IRL,Deputy Prime Minister and Minister for Foreign Affairs and Trade of the State of Ireland. Mr. Gilmore (Ireland): ,0.9995432241029883,3
General debate,A_67_PV.16_E, 2012-09-28 ,Spindelegger,Austria,Michael  Spindelegger,AUT,Vice-Chancellor and Federal Minister for European and International Affairs of Austria. Mr. Spindelegger (Austria): ,0.9996224641565887,3
General debate,A_67_PV.16_E, 2012-09-28 ,Santos López,Nicaragua,Samuel  Santos López,NIC,Minister for Foreign Affairs of the Republic of Nicaragua. Mr. Santos Lopez (Nicaragua) (spoke in Spanish): As I address the General Assembly at its sixty-seventh session,0.9996386707693986,9
General debate,A_67_PV.16_E, 2012-09-28 ,Lavrov,Russian Federation,Sergei Viktorovich  Lavrov,RUS,Minister for Foreign Affairs of the Russian Federation. Mr. Lavrov (spoke (Russian Federation) in Russian): For over a year and a half,0.999641309740558,3
General debate,A_67_PV.16_E, 2012-09-28 ,Sisoulith,Lao People's Democratic Republic,Thongloun  Sisoulith,LAO,Deputy Prime Minister and Minister for Foreign Affairs of the Lao Peoples Democratic Republic. Mr. Sisoulith (Lao Peoples Democratic Republic): At the outset,0.9946756641557577,2
General debate,A_67_PV.16_E, 2012-09-28 ,Kim,Republic of Korea,Sung-hwan  Kim,KOR,Minister for Foreign Affairs and Trade of the Republic of Korea. Mr. Kim Sung-hwan (Republic of Korea): Allow me at the outset to express my sincere congratulations to Mr. Vuk Jeremic on his assumption of the presidency of the General Assembly at its sixty-seventh session. I have every confidence that under his able leadership this session will be crowned with great success. Humankind continues to advance,0.9985619168714003,2
General debate,A_67_PV.16_E, 2012-09-28 ,Abdulaziz,Saudi Arabia,Prince of Saudi Arabia  Abdulaziz,SAU,President of the General Assembly at its sixty-sixth session,0.9998383745764126,2
General debate,A_67_PV.16_E, 2012-09-28 ,Trovoada,Sao Tome and Principe,Patrice Emery  Trovoada,STP,Prime Minister of the Democratic Republic of Sao Tome and Principe ,0.9997367419274232,3
General debate,A_67_PV.16_E, 2012-09-28 ,Milanovic,Croatia,Zoran  Milanovic,HRV,Prime Minister of the Republic of Croatia ,0.9972675020605949,-295
General debate,A_67_PV.17_E, 2012-09-28 ,Kamilov,Uzbekistan,Abdulaziz  Kamilov,UZB,Minister for Foreign Affairs of the Republic of Uzbekistan. Mr. Kamilov (Uzbekistan): Allow me very brief ly to address what are,0.9991106871221981,4
General debate,A_67_PV.17_E, 2012-09-28 ,Mammadyarov,Azerbaijan,Elmar Maharram oglu  Mammadyarov,AZE,Minister for Foreign Affairs of the Republic of Azerbaijan. Mr. Mammadyarov (Azerbaijan): At the outset,0.9933322408583903,13
General debate,A_67_PV.17_E, 2012-09-28 ,Kubuabola,Fiji,Ratu Inoke   Kubuabola,FJI,Minister for Foreign Affairs,0.9989364221832632,4
General debate,A_67_PV.17_E, 2012-09-28 ,Saboya,Andorra,Gilbert  Saboya,AND,Minister for Foreign Affairs and Institutional Relations of the Principality of Andorra. Mr. Saboya Sunye (Andorra) (spoke in Catalan; English text provided by the delegation): I would first like to extend hearty congratulations to the President of the General Assembly at its sixty-seventh session,0.9966825474840438,31
General debate,A_67_PV.17_E, 2012-09-28 ,Badia,Monaco,José  Badia,MCO,Minister for External Relations and for Economic Affairs and International Finances of the Principality of Monaco. Mr. Badia (Monaco) (spoke in French): ,0.9987486009975852,6
General debate,A_67_PV.17_E, 2012-09-28 ,Al Nahyan,United Arab Emirates,Abdullah bin Zayed  Al Nahyan,ARE,Minister for Foreign Affairs of the United Arab Emirates. Sheikh Abdullah Bin Zayed Al Nahyan (United Arab Emirates) (spoke in Arabic): At the outset,0.9993390361689894,5
General debate,A_67_PV.17_E, 2012-09-28 ,Bildt,Sweden,Carl  Bildt,SWE,Minister for Foreign Affairs of Sweden. Mr. Bildt (Sweden): Our world is changing rapidly. ,0.9965832740796482,81
General debate,A_67_PV.18_E, 2012-09-29 ,Mitchell,Bahamas,Frederick A.  Mitchell,BHS,MP,0.9998728521771283,4
General debate,A_67_PV.18_E, 2012-09-29 ,Pato,Papua New Guinea,Rimbink  Pato,PNG,Minister for Foreign Affairs,0.9996483870373378,2
General debate,A_67_PV.18_E, 2012-09-29 ,Karti,Sudan,Ali Ahmed  Karti,SDN,Minister for Foreign Affairs of the Republic of the Sudan. Mr. Karti (Sudan) (spoke in Arabic): At the outset,0.9997131994700188,4
General debate,A_67_PV.18_E, 2012-09-29 ,Hamadi,Mauritania,Hamadi Ould Baba Ould  Hamadi,MRT,Minister for Foreign Affairs and Cooperation of the Islamic Republic of Mauritania. Mr. Ould Hamady (Mauritania) (spoke in Arabic): I am pleased and honoured at the outset to express our heartfelt congratulations on the election of Mr. Vuk Jeremic as President of the General Assembly at its sixty-seventh session. We have every confidence in his efforts and in everything that he will undertake in order to maintain the gains made in preserving international peace and security and to promote an international order that will ensure peace,0.9996955970607745,8
General debate,A_67_PV.18_E, 2012-09-29 ,Mahamat,Chad,Moussa Faki  Mahamat,TCD,Minister for Foreign Affairs and African Integration of the Republic of Chad. Mr. Mahamat (Chad) (spoke in French): At the outset,0.9993805101072623,2
General debate,A_67_PV.18_E, 2012-09-29 ,Shanmugam,Singapore,K.  Shanmugam,SGP,Minister for Foreign Affairs of the Republic of Singapore. Mr. Shanmugam I extend my congratulations to Mr. Vuk Jeremic on his election as President of the General Assembly at its sixty-seventh session. I wish him every success in the year ahead. (Singapore): ,0.8605474867506533,701
General debate,A_67_PV.18_E, 2012-09-29 ,Ielemia,Tuvalu,Apisai  Ielemia,TUV,Minister for Foreign Affairs,0.9994208037863246,2
General debate,A_67_PV.18_E, 2012-09-29 ,Almagro Lemes,Uruguay,Luis  Almagro Lemes,URY,Minister for Foreign Affairs of the Eastern Republic of Uruguay. Mr. Almagro (Uruguay) (spoke in Spanish): On behalf of the Eastern Republic of Uruguay,0.9995805682072709,3
General debate,A_67_PV.18_E, 2012-09-29 ,Frick,Liechtenstein,Aurelia  Frick,LIE,Minister for Foreign Affairs of the Principality of Liechtenstein. Ms. Frick (Liechtenstein): We are convening in this Assembly at a time when we are witnessing a worrisome phenomenon,0.9995018464781892,10
General debate,A_67_PV.18_E, 2012-09-29 ,McCully,New Zealand,Murray  McCully,NZL,Minister for Foreign Affairs of New Zealand. Mr. McCully (New Zealand): I bring greetings from the South Pacific. For the past year,0.9998970880488155,2
General debate,A_67_PV.18_E, 2012-09-29 ,Aman,Malaysia,Anifah  Aman,MYS,Minister for Foreign Affairs of Malaysia. Expressing anger by resorting to violence,0.8832715279322335,-1627
General debate,A_67_PV.18_E, 2012-09-29 ,Balói,Mozambique,Oldemiro Julio Marques  Balói,MOZ,Minister for Foreign Affairs and Cooperation of the Republic of Mozambique. Mr. Baloi (Mozambique) (spoke in Portuguese; English text provided by the delegation): It is a great honour to address the General Assembly. I would like to join other speakers in congratulating His Excellency Mr. Vuk Jeremic on his election to preside over the General Assembly at its sixty-seventh session. I am sure that his diplomatic experience will contribute to the success of the work of this session. I assure him of the full commitment of the Mozambican delegation to contributing to the success of this session. I equally congratulate his predecessor,0.9976703028107812,232
General debate,A_67_PV.18_E, 2012-09-29 ,Medelci,Algeria,Mourad  Medelci,DZA,Minister for Foreign Affairs of the Democratic Peoples Republic of Algeria. Mr. Medelci (Algeria) (spoke in Arabic): I would like to take this opportunity to warmly congratulate President Vuk Jeremic on his election to the presidency of the Assembly at its sixty-seventh session. I also pay tribute to his predecessor,0.9997537882168016,0
General debate,A_67_PV.18_E, 2012-09-29 ,Zarifi,Tajikistan,Hamrokhon  Zarifi,TJK,,0.9990578756471153,10
General debate,A_67_PV.18_E, 2012-09-29 ,Hor,Cambodia,Namhong  Hor,KHM,Deputy Prime Minister and Minister for Foreign Affairs and International Cooperation of the Kingdom of Cambodia. Mr. Hor Namhong (Cambodia): On behalf of my delegation,0.9990373802334831,7
General debate,A_67_PV.18_E, 2012-09-29 ,Umarov,Kazakhstan,Kairat  Umarov,KAZ,Acting Minister for Foreign Affairs of the Republic of Kazakhstan. Mr. Umarov (Kazakhstan): On behalf of the Republic of Kazakhstan,0.9997599904039169,2
General debate,A_67_PV.18_E, 2012-09-29 ,Skarphedinsson,Iceland,Ossur  Skarphedinsson,ISL,Minister for Foreign Affairs and External Trade of the Republic of Iceland. Mr. Skarpheðinsson (Iceland): It is a pleasure to be able to address the General Assembly here on this beautiful morning in New York,0.9994887212117473,13
General debate,A_67_PV.18_E, 2012-09-29 ,Kaludjerovic,Montenegro,Nebojsa  Kaludjerovic,MNE,Minister for Foreign Affairs and European Integration of Montenegro. Mr. Kaludjerovic (Montenegro): It is a great honour to deliver these remarks on behalf of Montenegro. At the outset,0.9983134337914815,79
General debate,A_67_PV.20_E, 2012-10-01 ,Pham,Viet Nam,Vinh Quang  Pham,VNM,Deputy Minister for Foreign Affairs of the Socialist Republic of Viet Nam. Mr. Pham Quang Vinh (Viet Nam): On behalf of the delegation of Viet Nam,0.9974332413762547,8
General debate,A_67_PV.20_E, 2012-10-01 ,Albuja,Ecuador,Marco  Albuja,ECU,Vice Minister for Foreign Affairs and Political Integration of Ecuador. (Ecuador) (spoke Mr. Albuja in Spanish): Mr. President,BUG,BUG
General debate,A_67_PV.20_E, 2012-10-01 ,Pak,Democratic People's Republic of Korea,Gil Yon  Pak,PRK,Vice-Minister for Foreign Affairs of the Democratic Peoples Republic of Korea. Mr. Pak Kil Yon (Democratic Peoples Republic of Korea) (spoke in Korean; English interpretation provided by the delegation): Allow me to congratulate you,0.9963105077622425,4
General debate,A_67_PV.20_E, 2012-10-01 ,Mamberti,Holy See,Dominique  Mamberti,VAT,Secretary Relations with States of the Holy See. Archibishop Mamberti (Holy See) (spoke in French): As I congratulate the President on behalf of the Holy See on his election to the presidency of the General Assembly at its sixty-seventh session,0.999133740640791,18
General debate,A_67_PV.20_E, 2012-10-01 ,Dauda,Sierra Leone,Joseph  Dauda,SLE,Minister for Foreign Affairs and International Cooperation of the Republic of Sierra Leone. Mr. Dauda (Sierra Leone): It is a distinct honour for me to convey the sincere regrets of my President,0.9962769316814206,17
General debate,A_67_PV.20_E, 2012-10-01 ,Lackin,Suriname,Winston G.  Lackin,SUR,Minister for Foreign Affairs of the Republic of Suriname. Mr. Lackin (Suriname): On behalf of Mr. Desire Delano Bouterse,0.9984757535662099,-11
General debate,A_67_PV.20_E, 2012-10-01 ,Skelemani,Botswana,Phandu T.C.  Skelemani,BWA,Minister for Foreign Affairs and International Cooperation of the Republic of Botswana. Mr. Skelemani (Botswana): Allow me,0.9986615379692414,-20
General debate,A_67_PV.20_E, 2012-10-01 ,Makei,Belarus,Vladimir  Makei,BLR,Minister for Foreign Affairs of the Republic of Belarus. Mr. Makei (Belarus) (spoke in Russian): We often invoke the phrase “the spirit of San Francisco”. We do that when we speak and think about positive aspects of international relations. Indeed,0.9987507412219487,53
General debate,A_67_PV.20_E, 2012-10-01 ,Elrington,Belize,Wilfred P.  Elrington,BLZ,Attorney General,0.9995625500701542,6
General debate,A_67_PV.21_E, 2012-10-01 ,Henderson,Dominica,Vince  Henderson,DMA,head of the delegation of Dominica. ,0.8175312318645437,-1967
General debate,A_67_PV.21_E, 2012-10-01 ,Valero Briceño,Venezuela,Jorge  Valero Briceño,VEN,,0.9983490509190092,76
General debate,A_67_PV.21_E, 2012-10-01 ,Staur,Denmark,Carsten  Staur,DNK,head of the delegation of Denmark. Mr. Staur (Demark): In a complex world,0.9984985618709254,10
General debate,A_67_PV.21_E, 2012-10-01 ,Beck,Palau,Stuart  Beck,PLW,Chairman of the delegation of the Republic of Palau. Mr. Beck (Palau): This years general debate began with a Declaration by world leaders that our collective response to all challenges must be guided by the rule of law (resolution ). Palau is very proud to join in that Declaration,0.9962835624804776,9
General debate,A_67_PV.21_E, 2012-10-01 ,Williams,Grenada,Dessima M.  Williams,GRD,Chair of the delegation of Grenada. Ms. Williams (Grenada): I am honoured to address the General Assembly at its sixty-seventh session on behalf of Mr. Tillman J. Thomas,0.9986988793320625,81
General debate,A_67_PV.6_E, 2012-09-25 ,Pohamba,Namibia,Hifikepunye  Pohamba,NAM,President of the Republic of Namibia ,0.9883896975318619,13
General debate,A_67_PV.6_E, 2012-09-25 ,Lobo Sosa,Honduras,Porfirio  Lobo Sosa,HND,President of the Republic of Honduras ,0.9996664109265122,3
General debate,A_67_PV.6_E, 2012-09-25 ,Grybauskaite,Lithuania,Dalia  Grybauskaite,LTU,President of the Republic of Lithuania ,0.9835384524251877,22
General debate,A_67_PV.6_E, 2012-09-25 ,Hollande,France,François  Hollande,FRA,President of the French Republic ,0.9993655311563879,12
General debate,A_67_PV.6_E, 2012-09-25 ,Medina Sánchez,Dominican Republic,Danilo  Medina Sánchez,DOM,President of the Dominican Republic ,0.9997783980654126,5
General debate,A_67_PV.6_E, 2012-09-25 ,Saakashvili,Georgia,Mikheil  Saakashvili,GEO,President of Georgia militias and to show their support for the achievement of peace and prosperity in their own country. ,0.9991409991917622,-13
General debate,A_67_PV.6_E, 2012-09-25 ,Yudhoyono,Indonesia,Susilo Bambang  Yudhoyono,IDN,President of the Republic of Indonesia ,0.9759522859605502,-376
General debate,A_67_PV.6_E, 2012-09-25 ,Plevneliev,Bulgaria,Rosen  Plevneliev,BGR,President of the Republic of Bulgaria ,0.9993031897479508,5
General debate,A_67_PV.6_E, 2012-09-25 ,Al-Thani,Qatar,Sheikh Hamad bin Khalifa  Al-Thani,QAT,Amir of the State of Qatar ,0.9952731886295816,-255
General debate,A_67_PV.6_E, 2012-09-25 ,Christofias,Cyprus,Dimitris  Christofias,CYP,President of the Republic of Cyprus ,0.9987654776038233,-18
